Pop. Density,Obesity Rate,Smoking Rate,Diabetes Rate,Elderly Pop %,Vaccine %,% Black,% American Indian,% Asian,% Pacific Islander,% Hispanic,% White,% Limited Access to Healthy Foods,Death Rate
-0.240874,-0.378565,-0.033508,-0.08407,-0.418759,-1.15211,-0.615223,-0.264509,-0.42207,-0.296305,-0.576032,1.016608,-0.314833,0.020
-0.243597,0.174976,0.136136,0.545195,0.124057,-0.92201,-0.497992,-0.244011,-0.264733,0.299955,-0.467941,0.813532,-0.554128,0.012
-0.223516,0.225298,-0.347813,-0.612653,0.007942,0.210342,-0.567312,-0.284221,-0.407964,-0.268743,-0.584811,1.006559,-0.673776,0.018
-0.175248,0.426585,0.133711,0.444512,0.304662,-0.040375,-0.216208,-0.259396,-0.182934,-0.170092,-0.475526,0.551285,0.044111,0.015
-0.222048,-1.250811,-1.009549,-0.0589,1.456903,0.633428,-0.59738,-0.276024,-0.248508,-0.200312,-0.54997,0.972487,-0.554128,0.017
-0.043124,0.644647,-1.005236,-1.090894,-0.300331,1.107647,-0.391392,-0.26608,-0.070884,0.748015,-0.515936,0.725545,-0.43448,0.013
-0.240843,0.443359,-0.47136,-0.763676,0.386773,-0.063468,-0.54604,-0.100527,-0.292978,-0.118355,0.00825,0.541025,0.044111,0.026
-0.217473,0.845934,-0.314488,0.192806,0.362798,0.218589,-0.533488,-0.269149,-0.129376,-0.176659,-0.518832,0.867254,-0.793424,0.019
-0.226735,1.600763,-0.214578,-0.688165,0.519254,0.094055,-0.441921,-0.261178,-0.02785,-0.042589,-0.432354,0.73068,-0.43448,0.019
-0.238689,2.456235,-0.370289,0.847242,0.338651,0.199621,-0.582899,-0.221614,-0.33355,-0.017493,0.235917,0.420531,-0.43448,0.016
-0.245623,0.443359,-0.143563,-0.662994,0.763683,0.066839,-0.580177,-0.254731,-0.380825,-0.195393,-0.476689,0.909943,1.599532,0.013
-0.241589,1.131092,-0.436471,0.922754,0.582127,0.519615,-0.598034,-0.236975,-0.365022,-0.165348,-0.466096,0.901116,-0.554128,0.014
-0.233998,0.040784,-1.133433,-0.839188,0.306157,0.861053,-0.596784,-0.287863,-0.412625,-0.162481,-0.601531,1.034521,-0.793424,0.020
-0.237385,0.694969,-0.343812,-0.864359,0.633184,0.593016,-0.590039,-0.256408,-0.395122,-0.120764,-0.482119,0.917797,-0.554128,0.022
-0.228678,0.409811,-0.95258,-0.939871,0.253742,0.868476,-0.548729,-0.23892,0.271409,-0.280573,-0.24542,0.618019,-0.314833,0.022
-0.237733,0.124654,-0.747519,-1.619477,0.630119,-0.218517,-0.570422,-0.267243,-0.334901,-0.098674,-0.364558,0.833839,-0.43448,0.018
-0.223976,1.265283,-0.663678,-0.612653,0.587812,0.334876,-0.525527,-0.250226,-0.193498,-0.19869,-0.375224,0.778992,-0.554128,0.018
-0.230033,0.544003,-0.380418,0.721389,0.022954,0.047871,-0.600979,-0.258915,-0.411176,-0.296305,-0.566959,0.989671,-0.43448,0.033
-0.21702,0.376263,-0.629788,-0.864359,-0.051034,0.211992,-0.444114,-0.255039,0.352314,0.067076,-0.339137,0.590212,0.163759,0.013
-0.24071,0.074332,-0.256982,-0.310606,0.233497,-0.00986,-0.589597,-0.277929,-0.416708,-0.14268,-0.581433,1.012788,0.403054,0.016
-0.239764,-0.194051,-0.413244,-0.889529,0.499099,-0.100581,-0.587427,-0.259963,-0.357115,-0.247028,-0.346596,0.832009,-0.43448,0.016
-0.245689,-0.277921,-0.377016,-0.939871,0.475645,-0.204496,-0.599536,-0.259295,-0.322985,-0.158767,-0.520374,0.951559,-1.032719,0.030
-0.224913,0.510455,-0.654424,-0.360947,-0.090615,0.950124,-0.587587,-0.27102,-0.360987,-0.208866,-0.474427,0.922661,-0.673776,0.015
-0.217759,0.158202,-0.234872,-0.436459,0.323399,0.16993,-0.585994,-0.262073,-0.405493,1.144192,-0.581449,0.958368,-0.195185,0.014
-0.178415,0.745291,-0.358072,0.494853,-0.053215,0.637552,-0.474608,-0.256272,-0.30388,-0.156995,-0.520228,0.852022,-0.554128,0.014
-0.22018,-0.529531,-0.797086,-0.889529,0.828791,-0.200373,-0.457579,-0.26386,3.52393,-0.245116,-0.470986,0.228653,-0.554128,0.019
0.077333,-1.083071,-1.642244,-1.518794,-1.559508,1.910933,-0.13772,-0.256614,1.785952,-0.176562,-0.278769,0.097055,-0.673776,0.005
-0.215018,0.258846,-0.343063,-0.889529,0.29359,0.640026,-0.440039,-0.253541,-0.220628,-0.20559,-0.544912,0.855643,-0.43448,0.015
-0.238084,0.812386,-0.159141,-0.939871,0.480113,-0.361195,-0.586092,-0.276849,-0.421689,-0.296305,-0.562151,0.996764,-0.075537,0.025
-0.228376,1.047222,-0.608069,0.243148,0.965323,-0.004912,-0.556936,-0.253481,-0.324183,-0.106964,-0.491338,0.908595,0.761998,0.026
-0.187352,0.845934,0.004528,0.167636,0.25447,-0.132745,-0.416007,-0.263274,-0.307139,-0.23414,-0.43661,0.726651,-0.195185,0.018
0.246735,-0.009538,-0.72152,-0.713335,-0.729703,1.375684,-0.229129,-0.269693,0.347693,-0.007882,-0.455615,0.472254,-0.43448,0.013
-0.237003,0.711743,-0.160961,0.142465,-0.080112,0.061066,-0.566565,-0.244447,0.831517,-0.064639,0.470809,0.089036,-1.032719,0.030
-0.241963,0.594325,-0.024068,0.645877,0.54546,-0.483255,-0.604914,-0.265774,-0.413459,-0.133049,-0.538184,0.995419,-0.075537,0.021
-0.235146,0.258846,-0.648997,0.318659,-0.288788,-0.822218,-0.606682,-0.263059,-0.410551,0.062178,-0.508167,0.960495,-0.673776,0.020
-0.224114,0.778838,-0.823888,-0.713335,-0.443162,0.365391,-0.592168,-0.253725,-0.268249,-0.281829,-0.528843,0.93633,-0.673776,0.011
-0.211571,-0.579853,-0.179256,-0.965041,-0.252969,-0.579748,-0.512512,-0.247639,0.017402,-0.178692,-0.524077,0.831653,-0.075537,0.018
-0.187157,0.258846,-0.963484,-0.612653,-0.275888,0.163333,-0.570564,-0.27409,-0.057259,-0.197728,-0.553562,0.911014,-0.673776,0.017
-0.175852,0.460133,-0.604748,-0.08407,-0.263197,1.055689,-0.489588,-0.190447,0.766019,0.115534,0.924583,-0.299648,-0.43448,0.014
-0.227248,-0.378565,-0.74346,-1.493624,-0.176828,0.378587,-0.583681,-0.217071,-0.393818,-0.07768,-0.458436,0.888119,-0.673776,0.013
-0.237409,0.795612,-0.300161,-0.939871,0.344036,-0.198723,-0.586833,-0.278979,-0.380351,-0.185024,-0.595974,1.024602,-0.075537,0.023
-0.242049,-0.009538,-0.01771,-0.587482,1.036809,0.131993,-0.588892,-0.127277,-0.429541,-0.187894,-0.537144,0.909367,-0.554128,0.032
-0.244141,-0.210825,0.179036,0.217977,0.113647,-0.464286,-0.582498,-0.27313,-0.387495,-0.266109,-0.495607,0.93597,-0.075537,0.028
-0.239157,-0.210825,0.147558,-0.159582,0.39699,0.315083,-0.592127,-0.234838,-0.398931,-0.178728,-0.396569,0.858204,-0.075537,0.028
-0.167161,1.114318,-0.548948,-0.939871,-0.531118,0.746416,-0.452905,-0.210951,-0.142618,0.087252,0.626119,0.021171,-0.314833,0.017
-0.230642,-1.083071,-0.338907,-1.065724,0.188177,-0.107178,-0.562984,-0.257008,-0.242092,-0.245317,-0.328656,0.796686,0.044111,0.027
-0.248066,0.560777,-0.414033,-0.461629,0.61475,-0.585521,-0.594446,-0.231852,-0.194376,0.015251,-0.081611,0.60901,-0.554128,0.017
-0.227976,1.550441,-0.371451,0.394171,0.697563,0.111375,-0.442972,-0.203714,-0.213225,-0.157475,-0.43908,0.731212,0.522702,0.012
-0.241327,-0.043086,-0.814109,-0.335776,0.493859,-0.097282,-0.508558,-0.240928,-0.227397,-0.138241,-0.471222,0.835042,-0.075537,0.021
-0.204388,-0.05986,-0.813335,-0.51197,-0.254085,0.136116,-0.568706,-0.167538,-0.294715,0.07863,-0.289185,0.752498,-0.913072,0.018
-0.246709,0.661421,-0.102355,-0.990212,0.769401,-0.089859,-0.565886,-0.235578,-0.365127,0.471491,-0.416915,0.83327,-0.195185,0.020
0.84693,0.007236,-0.988028,-0.889529,-1.3088,1.510115,-0.148381,-0.254707,1.189953,-0.119598,-0.081588,0.058358,-0.554128,0.010
-0.054227,1.416249,-0.152888,-0.310606,-0.37548,0.475905,-0.515301,-0.206607,-0.213994,-0.054876,-0.130763,0.567213,0.283406,0.013
-0.219725,0.074332,-0.660108,-1.040553,0.338222,0.589717,-0.52109,-0.245871,0.164982,0.043342,-0.450107,0.748384,-0.43448,0.018
-0.250323,-0.227599,-0.342917,-0.688165,1.056272,0.021479,-0.57428,-0.268226,-0.353692,-0.154261,-0.497102,0.933796,-0.673776,0.037
-0.239326,0.577551,-0.499169,-0.587482,0.864211,0.066015,-0.608315,-0.282056,-0.370657,-0.005874,-0.460642,0.925033,0.403054,0.015
0.123756,0.10788,-0.976427,-0.235094,-0.636382,0.787652,-0.105574,-0.254286,0.499757,-0.129337,-0.2024,0.180539,-0.673776,0.011
-0.236014,0.040784,-0.682539,-0.4868,0.698344,0.559202,-0.573005,-0.243223,-0.349574,-0.113456,-0.480004,0.905802,0.044111,0.021
-0.183337,-0.848236,-1.003235,-0.9147,-0.728491,-0.765312,-0.58651,-0.237971,-0.196103,-0.141326,0.104825,0.516459,-0.913072,0.012
-0.04379,-0.764366,-1.343254,-1.141235,-1.486418,0.99301,-0.437412,-0.270001,2.375243,-0.233965,-0.441048,0.363479,0.163759,0.004
-0.223621,-0.009538,-0.242995,-0.612653,0.034051,0.838785,-0.572501,0.783776,-0.354629,0.009832,0.046094,0.205715,-0.314833,0.028
-0.247566,0.10788,0.000808,-0.109241,0.625028,-0.378514,-0.604331,-0.264979,-0.37231,0.045647,-0.107149,0.688014,-0.913072,0.014
-0.234053,0.577551,0.09184,1.778554,0.265357,-0.048623,-0.548826,-0.247107,-0.265055,-0.258239,-0.469795,0.879995,-0.314833,0.021
-0.245205,-0.160503,0.062001,-0.788847,0.577868,-0.826342,-0.608262,-0.273354,-0.342776,-0.262797,-0.575349,0.986569,1.599532,0.023
-0.183417,-0.294695,0.142518,0.620706,-0.28857,-0.167384,-0.369133,-0.197368,-0.041021,1.881886,0.092123,0.269804,1.599532,0.022
-0.14467,0.577551,-1.194244,-0.587482,-0.780939,0.933629,-0.569184,-0.262366,-0.299388,0.058449,-0.484534,0.889516,-0.673776,0.012
-0.212615,-0.160503,-0.372453,-0.386117,0.043835,0.417349,-0.556215,-0.260859,-0.327476,-0.051954,-0.230415,0.720425,-0.793424,0.016
-0.246522,2.540105,0.455217,1.979919,0.580363,-0.728199,-0.597498,-0.274367,-0.345747,-0.259557,-0.579308,0.990204,1.001293,0.029
-0.183175,0.678195,-0.05198,-0.51197,-0.193005,0.412401,-0.317823,-0.238347,-0.109695,-0.166622,-0.326299,0.540053,-0.075537,0.017
-0.238813,1.114318,-0.668641,-0.436459,0.478476,0.017356,-0.526117,-0.255481,-0.170153,-0.251577,-0.366656,0.75895,-0.43448,0.018
-0.216702,-0.361791,-1.035304,-1.518794,0.281017,0.814043,-0.573663,-0.287892,-0.131699,-0.249328,-0.536204,0.941738,-0.673776,0.016
-0.029349,0.225298,-0.187959,-0.612653,-0.912829,0.437967,-0.369585,0.063147,0.480755,0.352898,0.529079,-0.182499,0.163759,0.013
-0.244737,-0.177277,-0.464145,0.796901,0.2471,0.013232,-0.571941,-0.25955,-0.317333,-0.233183,-0.475794,0.903237,-0.673776,0.007
-0.233656,0.82916,-0.198664,-0.637823,0.703559,0.420648,-0.580684,-0.240452,-0.360137,0.241246,0.221381,0.440424,-0.793424,0.018
-0.24534,0.946578,0.045977,1.098948,0.255385,-0.488203,-0.490923,-0.177835,-0.27232,-0.220694,-0.426631,0.692901,1.360237,0.012
-0.250805,0.242072,0.188668,-0.159582,0.359155,-0.658097,-0.585683,-0.215997,-0.298747,-0.266446,-0.557499,0.918036,-0.075537,0.018
-0.24047,0.644647,0.339884,-0.235094,-0.448733,-0.458513,-0.290132,-0.214395,-0.31339,-0.180094,-0.473805,0.609756,-0.314833,0.010
-0.255364,-0.512757,0.254417,-0.51197,0.696932,-0.599542,-0.572882,-0.128194,-0.356756,-0.243705,-0.390793,0.773565,-0.673776,0.011
-0.228383,0.661421,-0.005645,0.34383,0.033109,-0.790054,-0.535167,-0.187245,-0.44281,-0.143158,0.403246,0.255794,0.044111,0.015
-0.242221,0.627873,0.396415,0.444512,0.100109,-1.203243,-0.421556,-0.187245,-0.123962,-0.199987,-0.49169,0.681461,-0.075537,0.017
-0.248744,1.114318,-0.01923,0.217977,0.205716,0.696932,-0.546113,0.930174,-0.379228,-0.149259,-0.35524,0.339155,-0.554128,0.022
-0.174292,0.544003,-0.646446,-0.587482,-0.846758,-0.211919,-0.489127,-0.161857,-0.078234,-0.060252,-0.334893,0.619184,-0.195185,0.012
-0.257441,1.449797,-0.274396,-0.285435,1.29403,-0.398308,-0.541394,-0.216098,-0.42794,-0.296305,-0.332228,0.744256,3.154953,0.010
-0.256927,0.242072,0.556504,-0.662994,1.678484,-0.912114,-0.567889,0.453905,-0.500352,-0.154132,-0.411736,0.479177,0.881645,0.021
-0.235462,1.147866,0.367429,0.696218,-0.008159,-0.521192,-0.573624,0.244165,-0.36512,0.314821,-0.497453,0.578007,-0.43448,0.020
-0.257523,0.19175,-0.431866,0.066953,1.582279,-0.458513,-0.60552,-0.26091,0.169755,-0.296305,-0.244108,0.702855,-0.673776,0.029
-0.258411,0.476907,-0.648999,-0.260264,0.358284,-0.512945,-0.604766,-0.1369,-0.091545,-0.061667,0.084366,0.398107,2.915658,0.020
-0.250647,-0.277921,-0.556992,0.217977,0.782265,0.663118,-0.573211,-0.222171,-0.353066,-0.090406,-0.516207,0.88798,-0.075537,0.023
-0.249496,0.795612,-0.076456,-0.612653,0.382387,-0.395834,-0.573098,-0.217232,-0.061234,-0.188515,-0.466029,0.825792,0.403054,0.018
-0.250553,1.399475,-0.468063,0.419342,0.456424,0.109725,-0.570568,-0.174244,-0.209958,-0.267734,-0.495078,0.842429,0.283406,0.020
-0.258884,-0.86501,-0.761695,-0.4868,1.207406,-0.606139,-0.605177,-0.149242,-0.356565,0.107399,-0.106598,0.636257,-0.673776,0.039
-0.216487,0.946578,0.101876,0.092124,-0.199887,-0.334804,-0.443502,-0.008564,0.133961,0.939329,0.099835,0.157828,0.64235,0.020
-0.21105,-0.361791,0.064596,-0.411288,-0.823979,-0.36037,-0.476467,-0.153143,0.109136,0.433139,-0.279614,0.515675,0.64235,0.015
-0.257419,0.409811,-0.107764,-0.209923,1.808004,-0.944278,-0.570718,-0.241593,-0.436634,-0.296305,-0.471298,0.881901,0.283406,0.029
-0.237676,1.114318,0.063966,-0.360947,0.114383,0.270547,-0.55744,-0.182328,-0.31196,-0.070091,-0.346858,0.719147,-0.673776,0.019
-0.251314,0.393037,0.123393,-0.436459,0.005669,-0.314185,-0.404306,-0.129517,-0.367828,-0.296305,-0.495586,0.704636,1.360237,0.019
-0.099974,-0.915332,-1.267078,-1.367771,-1.446651,0.941052,-0.322612,0.040003,1.160655,-0.077421,-0.237203,0.114881,-0.554128,0.008
-0.257428,0.27562,-0.177145,-0.0589,0.398794,-0.380988,-0.584996,0.004142,-0.447801,-0.296305,0.773517,-0.000834,-0.43448,0.029
-0.257599,-0.009538,0.36397,2.533672,1.918324,-1.454785,-0.620818,-0.046732,-0.35539,-0.108725,-0.36646,0.681284,3.992488,0.016
-0.224319,-0.479209,-0.601377,-1.31743,-0.781303,-0.16326,-0.550255,-0.247001,0.098178,-0.157022,-0.271666,0.660734,-0.314833,0.015
-0.253258,1.114318,-0.247487,-0.008558,0.321459,0.231785,-0.262328,-0.200273,-0.323204,-0.296305,-0.261601,0.486017,0.163759,0.021
-0.214006,0.795612,-0.421883,-1.015382,-1.75332,-0.445317,-0.393065,-0.1354,0.989107,0.024944,2.9543,-1.765699,0.044111,0.012
-0.218197,-0.261147,-0.370007,-0.360947,-1.758661,-0.649025,-0.476253,-0.095451,-0.004973,0.279818,3.319636,-1.818542,-0.075537,0.013
-0.228178,0.02401,-0.204782,-0.9147,-0.571383,-0.018108,-0.54132,-0.184036,-0.353877,-0.27795,-0.385992,0.744419,1.120941,0.015
-0.222911,0.845934,-0.333363,-0.360947,-2.240264,2.40577,0.573743,-0.132003,0.644024,2.424431,0.498445,-0.988836,0.522702,0.012
-0.257516,-0.194051,-0.326866,0.369,0.938333,-0.200373,-0.59973,-0.289827,-0.232618,-0.206249,-0.504173,0.919745,0.64235,0.039
-0.257762,-0.345017,-0.321075,0.645877,1.723811,-0.279547,-0.387819,-0.200843,0.1898,-0.296305,-0.442641,0.586525,-0.195185,0.035
-0.252118,0.409811,-0.665125,-0.662994,-1.081137,-0.547584,-0.599629,0.072761,-0.350887,-0.296305,2.762209,-1.306081,-0.673776,0.020
-0.253475,-0.227599,-0.426726,-0.4868,-0.88459,-0.506347,-0.582813,-0.225334,-0.379388,-0.218325,0.486956,0.255862,0.64235,0.023
-0.259388,0.124654,-0.773455,0.34383,-0.005253,0.130343,-0.612084,-0.199235,-0.420584,-0.296305,0.739395,0.122716,3.154953,0.015
-0.25333,0.208524,0.033459,-0.260264,1.171895,-0.247382,-0.585291,-0.086722,-0.402331,-0.296305,-0.405423,0.763531,1.120941,0.015
-0.257864,0.963352,-0.068519,2.080601,-1.09775,-0.917887,-0.591625,-0.041638,-0.466074,0.245064,1.905378,-0.757762,3.87284,0.003
-0.254148,-0.110182,0.064624,0.469683,0.781724,-0.399957,-0.596158,-0.121388,-0.364869,0.301796,-0.237121,0.675173,0.044111,0.023
-0.215847,-0.546305,-0.76493,-0.587482,0.013685,-0.397483,-0.50979,-0.181765,-0.193221,-0.165663,0.175523,0.321596,-0.43448,0.016
-0.255916,-0.026312,0.124775,-0.864359,-0.861479,-1.100152,-0.604687,-0.126642,-0.234277,0.056797,1.575092,-0.503564,3.513897,0.014
-0.258742,0.879482,-0.717839,0.746559,0.974562,-0.609438,-0.540702,-0.226399,0.345192,-0.296305,-0.192973,0.55394,0.044111,0.038
-0.244218,0.812386,-0.09051,0.570365,-0.070042,0.996309,-0.575992,0.789484,-0.334552,-0.207741,-0.363702,0.38747,-0.43448,0.008
-0.235888,0.376263,-0.46532,-0.360947,-0.183004,0.303536,-0.580162,-0.175127,-0.445339,-0.048374,-0.489515,0.862161,-1.032719,0.018
-0.257179,-0.546305,0.496474,-0.08407,2.19421,-0.414802,-0.604566,-0.218154,-0.364052,-0.296305,-0.514698,0.941466,0.163759,0.019
0.528773,-1.217263,-2.099502,-1.166406,-0.985692,2.107218,-0.297414,-0.253565,1.226703,-0.19317,-0.136263,0.184377,-0.793424,0.012
-0.256293,0.762064,0.201556,-0.386117,-0.685617,0.071788,-0.575971,-0.074981,-0.307579,-0.05768,1.639215,-0.639887,2.79601,0.017
-0.251919,-0.378565,-0.672328,0.394171,0.378338,-0.4981,-0.599524,-0.184325,-0.322425,-0.231948,-0.418059,0.829834,0.163759,0.018
-0.257825,0.258846,-0.486982,-0.184753,0.61786,-0.106354,-0.559689,-0.206977,-0.032625,-0.109322,-0.2325,0.623796,3.394249,0.014
-0.236373,0.762064,0.344354,0.318659,-0.052592,-0.293567,-0.351023,0.000577,-0.368092,-0.166698,-0.36118,0.465213,-0.195185,0.016
-0.259032,0.174976,-0.354305,0.066953,0.787234,-0.899743,-0.544001,-0.138803,-0.422444,-0.14552,-0.132636,0.575973,-0.554128,0.039
-0.154627,0.325941,-0.687019,-0.235094,-0.98378,0.698581,-0.013455,-0.190172,-0.011107,0.198132,-0.195549,0.146333,0.163759,0.012
-0.257253,-0.378565,-0.337267,-1.31743,1.184971,-0.747993,-0.592167,-0.201963,-0.374108,-0.296305,-0.432482,0.864559,0.403054,0.015
-0.248621,1.013674,0.531613,0.545195,0.69048,-1.282417,-0.570363,-0.206484,-0.412884,-0.127426,-0.491789,0.856732,-0.554128,0.012
-0.257423,-0.160503,-0.460341,0.746559,0.293127,-0.357896,-0.582459,-0.231895,-0.245048,-0.296305,-0.253134,0.713407,-0.075537,0.017
-0.218349,0.82916,-0.487516,-1.116065,-0.859414,0.466008,-0.480746,-0.123806,0.401372,-0.014649,0.855126,-0.263431,-0.195185,0.016
-0.245727,-0.563079,-0.643175,-0.360947,0.093085,-0.231713,-0.547571,-0.224887,-0.232955,-0.114963,-0.390398,0.773561,-0.195185,0.018
-0.248461,1.16464,-0.304712,-0.562312,0.852499,1.041669,-0.558952,-0.198577,-0.389261,-0.119148,-0.413604,0.810511,0.044111,0.018
-0.224057,0.711743,-0.214239,-0.159582,0.496977,0.334051,-0.596092,-0.218179,-0.381165,-0.175329,-0.508294,0.915937,-0.43448,0.020
-0.255943,0.426585,-0.233601,0.746559,-0.043943,-1.067987,-0.563394,-0.145524,-0.212243,-0.296305,0.592143,0.107232,1.120941,0.019
-0.215438,-0.126956,-0.890174,-0.4868,-0.561626,-0.173157,-0.542175,-0.201345,-0.342888,-0.191543,-0.459023,0.816428,-0.793424,0.015
-0.253598,-0.646948,-0.380713,-0.260264,0.919517,0.021479,-0.610988,-0.237363,-0.211421,0.124422,-0.507483,0.911154,-0.43448,0.019
-0.220521,0.9969,0.588647,0.192806,0.116183,-0.578099,-0.274913,0.160587,-0.211337,0.033244,-0.212955,0.162825,0.163759,0.021
-0.253561,0.057558,-0.122987,0.318659,0.977881,0.446214,-0.589914,-0.222662,-0.340764,-0.211094,-0.316919,0.760964,-0.195185,0.026
-0.257918,0.091106,-0.401376,0.167636,0.44481,-1.067163,-0.547889,-0.042704,0.11708,0.232884,0.993166,-0.254892,-0.195185,0.020
-0.247489,0.057558,-0.452726,-0.990212,0.054027,0.30766,-0.58855,-0.210401,-0.410922,-0.110997,-0.527765,0.939304,-0.43448,0.025
-0.240343,0.678195,0.010627,0.847242,0.09624,-1.9422,-0.540614,-0.109195,-0.295212,-0.148838,-0.325864,0.690772,-0.673776,0.018
-0.257552,0.10788,-0.236077,-0.386117,1.488004,-0.198723,-0.579931,-0.122448,-0.459472,-0.296305,0.035067,0.574854,0.163759,0.031
-0.254208,-0.596627,-0.006467,-0.864359,0.316568,0.037149,-0.401204,-0.252265,-0.281394,-0.209666,-0.309203,0.626899,0.283406,0.020
-0.240343,1.500119,0.043456,0.595536,0.169219,0.00416,-0.587065,-0.208909,-0.360979,-0.178257,-0.451221,0.844379,-0.43448,0.017
-0.256664,0.040784,-0.354024,0.066953,1.089187,-0.909639,-0.601007,-0.200431,-0.092153,-0.296305,-0.537717,0.915347,0.044111,0.029
-0.253739,0.208524,-0.44956,-0.08407,0.316796,-0.71088,-0.549625,-0.208794,-0.431768,-0.296305,-0.489835,0.878244,-0.195185,0.017
-0.253108,1.181414,-0.052277,0.117295,0.368945,-0.009036,-0.249749,-0.174548,-0.370956,-0.081226,-0.130634,0.387004,-0.314833,0.013
-0.254331,0.443359,-0.208356,-0.260264,1.054915,-0.773559,-0.601561,-0.226815,-0.225089,-0.296305,-0.446391,0.878778,0.283406,0.028
-0.229019,0.342715,-0.905009,-0.411288,-1.071233,-0.700158,-0.554569,-0.179972,-0.200187,-0.015318,-0.331979,0.69021,-1.032719,0.014
-0.249597,-0.277921,-0.368766,-0.637823,0.303585,-0.361195,-0.526266,-0.161197,-0.209408,-0.195974,-0.166861,0.594592,-0.314833,0.020
-0.257645,-2.055961,-0.597605,-0.864359,1.711916,-0.640778,-0.578988,-0.247938,-0.368904,-0.202515,-0.14168,0.663497,0.044111,0.013
-0.181706,0.174976,-0.093453,-0.260264,0.107784,-0.214393,-0.416814,-0.191574,-0.345682,-0.152926,0.001677,0.397458,-0.075537,0.014
-0.255037,0.258846,-0.541512,-1.3426,1.682563,-0.053571,-0.582698,-0.254752,-0.320328,-0.245871,-0.539803,0.939466,0.044111,0.015
-0.248521,0.845934,-0.290867,0.041783,-0.020761,-0.702633,-0.539659,-0.136348,-0.157671,-0.098865,0.130976,0.363864,-0.195185,0.010
-0.166271,-1.267585,-0.943267,-1.795671,-2.076191,-1.022627,-0.190489,-0.216032,1.182916,0.40583,-0.082815,0.02418,1.360237,0.007
-0.254822,0.225298,-0.318257,0.041783,0.701975,-0.387586,-0.581749,-0.227255,-0.172726,-0.155536,-0.523414,0.887638,-0.43448,0.015
-0.257115,-0.026312,-0.24364,-1.191577,1.186263,-0.136869,-0.593005,-0.175005,-0.399578,-0.144204,-0.39409,0.831842,-0.314833,0.028
-0.252245,-0.026312,-0.273478,0.192806,1.035884,-0.719952,-0.537038,-0.156695,-0.290622,-0.228193,-0.415337,0.778006,0.044111,0.025
-0.191316,0.225298,-0.467803,-0.436459,-0.295004,-0.13357,-0.403813,-0.204555,0.263318,-0.106053,0.123454,0.200881,-0.314833,0.020
-0.254976,0.510455,-0.633093,-0.386117,0.084443,-0.366968,-0.589194,-0.135584,-0.115786,0.087971,0.639309,0.104125,-0.554128,0.035
0.412702,-0.110182,-0.615933,-0.260264,-1.007143,0.168281,-0.018269,-0.132598,1.01219,-0.073266,0.379044,-0.404825,0.283406,0.012
-0.234514,0.611099,-0.302656,-1.468453,-2.017741,-0.673767,-0.344352,-0.087255,0.48359,0.243697,3.782344,-2.30809,-0.793424,0.010
-0.033419,0.527229,-0.383155,-0.184753,-0.190651,0.787652,-0.087276,-0.121645,0.001503,-0.003432,0.214885,-0.114193,0.044111,0.017
-0.257732,-1.603064,-0.332627,-1.241918,0.829602,-1.255201,-0.598812,-0.228065,-0.383886,-0.203441,-0.289837,0.811539,0.163759,0.028
-0.25334,1.063996,-0.296495,0.998265,-0.058456,-0.603665,-0.571089,-0.219144,-0.352959,0.182199,0.213693,0.400196,2.197771,0.012
-0.256375,0.544003,-0.054615,-1.3426,1.716246,-0.593768,-0.613655,-0.254412,-0.35234,0.030124,-0.533376,0.923701,0.403054,0.006
-0.255631,0.057558,-0.176986,-0.436459,0.69473,-0.451915,-0.607422,-0.025962,-0.37694,-0.240004,0.25531,0.367038,0.163759,0.025
-0.258444,0.158202,-0.749949,-1.216747,-0.511992,-0.122848,-0.586946,-0.018166,-0.343439,0.177222,2.026555,-0.823942,-0.554128,0.022
-0.25403,1.030448,-0.079986,0.494853,-0.640717,-1.184274,-0.590182,-0.030032,-0.305481,0.042209,1.963542,-0.798322,-0.43448,0.015
-0.231942,1.416249,-0.16872,0.494853,-0.116098,-0.700158,-0.548283,-0.137014,-0.354207,-0.234931,-0.304054,0.664137,0.163759,0.017
-0.250762,0.091106,-0.615859,-1.040553,-0.351571,-0.814796,-0.567507,-0.165414,-0.245363,-0.052264,-0.189849,0.665318,0.283406,0.014
-0.257349,0.074332,-0.558203,-0.209923,1.568171,-1.025102,-0.576598,-0.258362,-0.373317,-0.127866,-0.524488,0.921236,-0.793424,0.015
-0.25198,0.091106,-0.757363,-0.537141,0.244673,-0.261403,-0.581537,-0.192158,-0.427908,-0.296305,-0.384628,0.773936,0.64235,0.018
-0.258951,-1.317907,-0.865372,-0.184753,0.938573,-1.222212,-0.591957,-0.2186,-0.50853,-0.296305,-0.048687,0.615377,2.676362,0.015
-0.254114,-0.177277,-0.297863,-0.637823,0.874642,0.150962,-0.590472,-0.235457,-0.280934,-0.166107,-0.439169,0.878276,1.001293,0.019
-0.258231,0.393037,-0.842871,-0.713335,0.103654,-0.046973,-0.556088,-0.169458,-0.466673,-0.184559,1.465245,-0.419097,3.394249,0.025
-0.250333,1.282057,0.5164,1.652701,0.47629,-0.721601,-0.589634,-0.080699,-0.355054,-0.106279,-0.451805,0.775627,-0.43448,0.020
-0.257051,0.393037,0.890268,0.595536,1.133431,-0.769436,-0.589633,-0.09737,-0.488486,-0.296305,-0.477612,0.83416,0.044111,0.022
