Pop. Density,Obesity Rate,Smoking Rate,Diabetes Rate,Elderly Pop %,Vaccine %,% Black,% American Indian,% Asian,% Pacific Islander,% Hispanic,% White,% Limited Access to Healthy Foods,Death Rate
-0.227762,0.896256,0.996377,2.105772,0.211242,-1.051493,-0.456977,-0.254805,-0.47707,-0.235848,-0.43706,0.828173,-1.032719,0.024
-0.245472,1.80205,0.406992,0.545195,-1.438342,-0.206971,4.756259,-0.268255,-0.258394,-0.107065,-0.518341,-2.850905,0.163759,0.024
-0.210909,0.544003,0.609007,-0.51197,-0.603657,-0.926134,0.422625,-0.265789,-0.176799,-0.164738,-0.387855,0.097216,-0.314833,0.015
-0.237014,1.433023,1.079303,2.281966,0.036017,-0.889021,2.383083,-0.242967,-0.376427,-0.036119,-0.54697,-1.156744,-0.314833,0.030
-0.185638,0.745291,-0.010623,1.275142,-0.523064,0.343948,2.790101,-0.260415,-0.230859,-0.230082,-0.525849,-1.448813,0.283406,0.026
-0.189584,1.634311,0.826183,1.325483,-0.641115,-0.354597,4.39897,-0.270232,-0.287379,-0.176247,-0.573566,-2.533096,1.240589,0.022
-0.226779,2.422687,0.401294,2.760207,-0.445006,-1.043246,2.145939,-0.263254,-0.445918,-0.226773,-0.583212,-0.929723,-0.913072,0.016
-0.244719,0.762064,0.677617,-0.08407,-0.376199,-0.312536,0.704158,-0.263708,-0.475675,-0.248241,-0.595228,0.103966,-0.43448,0.023
-0.246713,2.674296,2.064666,-0.134411,-0.407493,0.933629,4.284574,-0.27084,-0.50024,-0.242796,-0.630458,-2.391393,-0.075537,0.037
-0.230927,1.684632,0.748042,1.526848,0.155935,-0.358721,2.630819,-0.145131,-0.424722,-0.205659,-0.600783,-1.305425,-0.195185,0.029
-0.241101,1.433023,0.399433,2.181284,0.265281,1.017751,2.057896,-0.256658,-0.454495,-0.277323,-0.56722,-0.893188,-0.554128,0.019
-0.208048,1.500119,1.030712,-0.310606,-1.446176,0.051994,3.333274,-0.239645,-0.342696,-0.246342,-0.156978,-2.069526,1.479884,0.020
-0.215507,-0.747592,0.183881,-1.116065,-0.969325,-0.509646,-0.429901,-0.262305,0.242087,-0.138492,-0.512465,0.700365,0.044111,0.012
-0.228684,-0.78114,-0.206755,-0.939871,-0.075447,-1.004483,-0.556889,-0.253981,-0.328947,-0.216146,-0.506577,0.898967,-0.673776,0.012
-0.251806,0.594325,-0.000939,0.822071,1.337466,0.257352,-0.598076,-0.252141,-0.439314,-0.159837,-0.605618,1.015717,-0.43448,0.020
-0.21507,0.02401,0.827811,-0.033729,-0.324929,-1.124894,-0.149521,-0.231035,-0.35677,-0.074682,-0.476555,0.562442,-0.314833,0.019
-0.1958,1.097544,0.855067,0.243148,0.265545,-0.518718,-0.597416,-0.133422,0.194309,0.116646,0.024162,0.441125,-0.43448,0.020
-0.239801,-0.831462,0.917656,0.092124,0.305103,-1.482826,-0.584723,-0.116053,-0.341467,-0.156741,-0.500607,0.817816,0.283406,0.021
-0.232137,0.745291,0.809547,0.620706,-0.037247,-1.049843,-0.550331,-0.198448,-0.450082,-0.180999,-0.542421,0.897946,-0.913072,0.023
-0.225196,0.141428,0.773525,0.595536,2.399196,-0.185528,-0.593267,-0.201997,-0.379874,-0.149884,-0.547902,0.922583,-0.43448,0.025
-0.239187,0.694969,1.41531,0.419342,0.275172,-1.506743,-0.590677,-0.20155,-0.450306,-0.238315,-0.597492,0.987183,0.283406,0.016
0.071394,-0.898558,-0.704575,-1.31743,-1.453346,0.966618,0.036196,-0.24783,1.276415,-0.081995,-0.442661,0.114529,-0.075537,0.007
-0.105439,0.946578,0.474978,0.318659,-0.634486,-1.100977,-0.232861,-0.209586,0.01731,0.688988,-0.200178,0.327257,-0.195185,0.016
-0.184343,0.745291,1.320504,0.595536,-0.120014,-1.385508,-0.248312,-0.209403,-0.262395,-0.213555,-0.538362,0.620637,-0.075537,0.018
-0.244814,0.258846,0.759269,0.167636,0.068604,-0.976443,-0.586182,-0.210927,-0.423159,-0.193,-0.54392,0.911664,-0.075537,0.021
-0.180606,0.476907,0.090358,0.746559,-0.634164,-0.326556,-0.323493,-0.230897,-0.260761,-0.165301,-0.53879,0.697502,-0.314833,0.012
-0.175585,-1.653386,0.243507,-0.184753,1.912308,-0.366968,-0.581708,-0.219115,-0.310614,-0.157681,-0.48963,0.890285,-0.314833,0.022
-0.117099,-0.160503,-0.32894,-0.033729,-0.54912,-0.17728,-0.096597,-0.257206,0.092994,-0.17683,-0.52634,0.487046,-0.075537,0.015
-0.245418,-0.093408,0.846186,2.483331,0.488504,-0.230063,-0.509991,-0.26621,-0.469052,0.026547,-0.584613,0.924456,-0.314833,0.026
-0.250505,-0.546305,1.010702,-1.3426,0.239559,-1.610659,-0.608389,-0.142255,-0.486291,-0.25745,-0.498494,0.884638,2.317419,0.016
-0.065473,0.510455,-0.157691,-0.637823,-0.50487,0.164982,-0.340973,-0.212842,-0.235904,-0.031841,-0.368973,0.572699,0.044111,0.013
-0.234192,-0.294695,1.198848,-1.090894,0.828598,-1.477053,-0.605484,-0.190506,-0.382724,-0.213275,-0.522855,0.915571,-0.314833,0.022
-0.247633,0.510455,0.379049,0.318659,0.951956,-1.137265,-0.463041,-0.249119,-0.426453,-0.296305,-0.626086,0.929105,-0.554128,0.026
-0.094682,0.091106,-0.230333,0.293489,-0.771405,-0.244908,-0.575714,-0.205618,-0.28169,-0.155683,-0.479586,0.845651,-0.195185,0.015
-0.248792,-0.395339,0.793497,0.167636,0.358484,-1.641174,-0.600562,-0.272539,-0.377509,-0.261925,-0.628148,1.023316,-0.43448,0.024
0.205345,-0.026312,-0.555783,-0.436459,-1.109049,4.082443,-0.163922,-0.220971,0.30871,0.576365,-0.194009,0.231215,-0.314833,0.016
-0.224188,0.10788,0.29587,0.217977,-0.331217,-0.333154,-0.538642,-0.213034,-0.377089,-0.146919,-0.53086,0.87055,-0.673776,0.030
-0.121709,1.214961,-0.257028,-0.386117,-0.507755,0.116323,0.220609,-0.254142,-0.065883,-0.13703,-0.48517,0.264996,-0.075537,0.017
-0.228569,0.02401,0.208328,-1.267088,-0.296515,-0.532738,-0.140484,-0.226773,-0.319274,-0.135952,-0.546361,0.583803,-0.075537,0.018
-0.21778,1.08077,1.429516,1.073777,0.073352,-1.488599,-0.5924,-0.214492,-0.427799,-0.080295,-0.550945,0.945072,-0.673776,0.019
-0.247286,0.460133,1.211051,0.016612,0.861302,-0.653974,-0.596843,-0.178186,-0.356434,-0.203073,-0.54604,0.868327,-0.673776,0.042
-0.230029,-0.445661,1.219363,-1.569136,0.215017,-1.252727,-0.606653,-0.184267,-0.436041,-0.127906,-0.538759,0.917455,0.044111,0.024
-0.246178,1.315605,0.998475,-1.040553,0.293124,-1.490248,-0.585435,-0.242429,-0.44138,-0.098233,-0.582233,0.974562,0.163759,0.015
-0.238116,0.242072,0.872541,-0.788847,-0.66581,-1.885294,0.179303,-0.234,-0.399581,-0.035565,-0.492428,0.380744,0.283406,0.023
-0.23265,-1.418551,1.335159,-0.51197,0.539832,-1.393755,-0.589325,-0.158044,-0.265471,-0.159201,-0.569614,0.897737,0.044111,0.029
-0.237707,-0.546305,1.645146,-0.109241,1.075828,-2.227556,-0.601989,-0.194387,-0.422094,-0.278715,-0.569778,0.926423,0.64235,0.035
-0.209414,1.382701,1.976142,1.375824,-0.195851,-1.279118,0.082502,-0.242242,-0.321419,-0.248337,-0.1943,0.204696,0.283406,0.020
-0.071518,0.510455,0.165741,-0.184753,-0.361772,0.30931,-0.562665,-0.252268,-0.34897,-0.139746,-0.567217,0.941498,-0.554128,0.017
-0.234223,-0.479209,0.227923,-0.461629,0.698395,-0.031303,-0.592086,-0.262453,-0.369732,-0.216324,-0.589245,0.988318,-0.913072,0.033
-0.249169,-0.345017,0.649022,0.872412,0.029506,-0.672942,-0.589086,-0.250027,-0.352095,-0.296305,-0.574645,0.975332,-0.913072,0.019
0.277938,-0.445661,-0.130942,-0.235094,-0.62555,-0.098931,-0.400047,-0.204473,0.234544,-0.00542,-0.419459,0.557619,-0.195185,0.018
-0.243577,-0.177277,0.504297,0.268318,0.546508,-1.355818,-0.562165,-0.238127,-0.19261,-0.201399,-0.511237,0.880231,0.522702,0.032
-0.245993,0.476907,1.17078,1.249971,0.639133,-1.47128,-0.589285,-0.224723,-0.398144,-0.016741,-0.52521,0.938257,0.64235,0.017
-0.221349,-0.227599,0.885875,1.803725,0.494781,-0.420575,-0.541246,-0.209688,-0.397318,-0.080423,-0.507494,0.857355,0.64235,0.017
-0.243367,-0.663722,1.265229,0.092124,2.823667,-0.999535,-0.58726,-0.159091,-0.463356,-0.048934,-0.564094,0.913465,-0.195185,0.034
-0.253035,-0.479209,0.361269,-0.109241,1.349446,-0.805724,-0.606951,-0.154849,-0.407939,-0.242893,-0.60104,0.973119,3.394249,0.033
-0.24306,-0.14373,0.426774,-1.241918,-0.014861,-0.68119,-0.286971,-0.205127,-0.407365,-0.064259,-0.583789,0.711484,-0.195185,0.012
-0.188263,0.292394,1.153187,1.426166,0.072492,-1.467981,-0.593234,-0.205892,-0.273968,-0.143699,-0.536818,0.894601,0.283406,0.027
-0.24285,0.711743,1.29406,-0.51197,0.444376,-1.044895,-0.526786,-0.208062,-0.481123,-0.296305,-0.571454,0.905263,0.283406,0.018
1.022105,-0.328243,-0.082744,-0.386117,-0.912421,4.313367,0.998039,-0.226811,0.127549,0.415777,-0.039747,-0.679601,-0.195185,0.014
-0.037775,0.594325,0.48722,-0.4868,-0.790116,1.938149,-0.486274,-0.066899,-0.098108,0.912615,-0.100305,0.386628,0.283406,0.019
0.149664,-0.043086,-0.022334,-0.134411,-0.877618,-0.501399,-0.551341,-0.259702,-0.265024,-0.214523,-0.550576,0.904533,-0.075537,0.012
-0.161339,-0.126956,-0.226299,-0.738506,-1.432622,-0.748817,-0.299639,-0.221968,0.075405,0.484094,-0.371326,0.478107,-0.314833,0.014
-0.25383,0.040784,0.626744,0.570365,0.501927,-0.941804,-0.591973,-0.248959,-0.410856,-0.296305,-0.617296,1.007122,0.044111,0.013
-0.195739,0.057558,0.956403,-0.033729,-0.411653,-1.08943,-0.568474,-0.206503,-0.309942,-0.092122,-0.51694,0.860829,0.044111,0.027
-0.201065,0.074332,0.244116,-0.260264,-0.169596,-0.424699,-0.485434,-0.219746,-0.359516,0.143866,-0.489452,0.790825,-0.43448,0.017
-0.191096,-0.395339,1.012286,0.796901,-0.272194,-1.066338,-0.597277,-0.155595,-0.343753,-0.057149,-0.143728,0.635634,-0.43448,0.025
-0.243487,1.030448,0.6766,0.268318,-0.204439,-1.477053,-0.414859,-0.240354,-0.37631,-0.105356,-0.565123,0.816515,1.001293,0.016
-0.148881,0.376263,0.580518,0.872412,-1.267399,-0.793353,-0.49509,-0.252202,-0.341294,-0.161742,-0.512686,0.840698,-0.673776,0.009
-0.239801,-0.764366,0.757306,0.318659,0.339786,-0.505522,-0.57108,-0.261691,-0.426893,-0.159512,-0.514131,0.927316,0.283406,0.030
-0.233205,0.527229,0.389656,0.696218,-0.049669,-0.622634,-0.369669,-0.239762,-0.284914,-0.249713,-0.560436,0.789297,-0.554128,0.030
-0.220027,0.124654,1.515728,-0.763676,-0.868139,-1.499321,-0.486141,0.097311,-0.022906,5.66636,0.144584,0.048709,-0.673776,0.014
-0.233753,0.174976,0.652151,-0.360947,0.633574,-0.930258,-0.462562,-0.254309,-0.376739,-0.141072,-0.581486,0.868317,-0.195185,0.016
-0.239428,0.10788,0.816776,1.249971,-0.028133,-0.988813,-0.590737,-0.234621,-0.191798,-0.180507,-0.524116,0.91958,-0.195185,0.019
-0.24548,0.963352,0.731182,0.167636,0.476553,-0.663046,-0.583722,-0.202875,-0.39193,-0.242656,-0.608851,0.955765,-0.793424,0.018
-0.209281,0.443359,0.583367,0.645877,-0.297579,-0.782631,-0.302626,-0.27301,-0.27739,-0.082404,-0.564145,0.703801,-0.43448,0.015
-0.254461,-1.8379,0.324609,-0.411288,0.575617,-1.337674,-0.600371,-0.233614,-0.251804,-0.2317,-0.519213,0.914219,4.231784,0.019
-0.213422,0.778838,0.793,-1.418112,-0.040394,-1.38056,-0.584188,-0.221955,-0.387935,0.186474,-0.555518,0.926471,-0.793424,0.023
-0.237861,0.946578,1.938315,1.17446,-0.332729,-0.796652,1.082073,-0.253266,-0.429417,-0.261028,-0.53528,-0.228394,-1.032719,0.021
-0.231926,0.661421,0.414495,-0.939871,-0.745752,-1.21149,-0.351525,-0.252518,-0.386006,-0.135802,-0.348169,0.654212,-0.793424,0.017
-0.245282,0.812386,0.870707,1.048607,0.884164,-0.578923,-0.444325,-0.22703,-0.390244,-0.242005,-0.576073,0.828786,-0.314833,0.022
-0.23981,-2.47531,1.228979,-1.292259,0.334138,-0.205321,-0.512759,-0.267668,-0.343004,-0.214729,-0.553115,0.884952,-0.673776,0.021
-0.222806,-1.116619,1.565448,-1.720159,0.773015,-1.096853,-0.573873,-0.195369,-0.366252,-0.192315,-0.525326,0.892658,-0.793424,0.026
-0.230729,0.007236,1.722186,1.350654,-0.045712,-1.56035,0.462613,-0.26878,-0.401741,-0.160305,-0.554118,0.191036,-0.793424,0.020
-0.155086,-0.512757,0.477451,-0.411288,-0.274801,-1.823439,-0.564965,0.030636,-0.01916,2.182463,-0.292863,0.479122,-0.43448,0.021
-0.221396,0.409811,0.160156,-0.965041,-0.858524,-0.253155,-0.423479,-0.253057,-0.031106,-0.25412,-0.570192,0.816525,1.838828,0.010
-0.241998,-0.663722,1.601329,-0.008558,0.826513,-1.674163,-0.59999,-0.114426,-0.418538,-0.095468,-0.569648,0.889676,0.163759,0.017
-0.23643,-1.737256,0.046768,0.419342,-0.420149,-0.930258,-0.603685,-0.25374,-0.456935,-0.107631,-0.627773,1.05404,-0.673776,0.015
-0.243973,-0.848236,1.826017,-0.814018,1.985959,-1.637875,-0.615223,-0.165497,-0.467178,-0.296305,-0.572825,0.951191,2.317419,0.035
-0.233959,0.258846,1.71247,1.400995,-0.447186,-1.819315,1.170457,-0.240279,-0.374854,-0.122835,-0.502432,-0.356435,-0.554128,0.027
-0.226783,0.325941,0.521708,-0.788847,-0.108287,-0.942629,-0.586819,-0.229689,-0.331074,-0.026073,-0.520858,0.944614,-0.554128,0.011
-0.18457,1.332379,0.7351,0.494853,-0.551385,-0.707581,-0.417271,-0.205232,-0.233897,0.472258,-0.050069,0.420914,-0.314833,0.016
-0.180069,0.309167,0.137541,-1.166406,-0.583827,-0.637479,-0.480962,-0.195927,0.792682,-0.070188,-0.508502,0.625079,-0.195185,0.029
-0.22852,1.248509,0.751461,0.419342,-0.401169,-1.149636,-0.085284,-0.273921,-0.426671,-0.245456,-0.529521,0.588637,0.163759,0.018
-0.065611,-1.03275,-1.368233,-0.209923,-0.996373,4.082443,-0.131114,-0.232068,0.465841,0.864001,-0.250887,0.232078,-0.195185,0.011
-0.202917,0.510455,0.552078,-0.51197,-0.311331,-0.933557,-0.565763,-0.209858,-0.242667,-0.186732,-0.509104,0.865036,-0.673776,0.015
-0.163365,-0.043086,-0.0708,-1.040553,-2.220578,-0.035427,0.15003,-0.1517,0.52655,1.39957,0.119042,-0.33564,0.522702,0.017
-0.25266,-0.462435,0.646495,-0.285435,1.079027,-1.513341,-0.615952,-0.277488,-0.345824,-0.246857,-0.538335,0.979777,0.403054,0.027
-0.242019,-1.200489,0.451129,-1.569136,0.52086,-1.83581,-0.531247,-0.274279,-0.454741,0.026173,-0.605859,0.963513,-0.793424,0.011
-0.216046,0.896256,0.766266,-0.134411,-0.538947,-1.105925,-0.247048,-0.233104,-0.261432,-0.239311,-0.541717,0.63655,-0.314833,0.020
-0.218977,-0.244373,0.476915,0.217977,-0.184097,-0.898093,-0.537186,-0.222699,-0.405177,-0.039319,-0.519729,0.880542,-0.195185,0.019
-0.24966,-0.244373,1.493576,-0.08407,0.818639,-1.991684,-0.557612,-0.161932,-0.466045,-0.258693,-0.573055,0.86109,1.479884,0.015
-0.237367,0.124654,1.819007,1.577189,0.229084,-1.863851,-0.587954,-0.178204,-0.414734,-0.226094,-0.590001,0.944356,0.283406,0.024
0.479899,-0.261147,-1.015334,-0.688165,-0.827495,0.974041,-0.27996,-0.273085,0.383667,-0.151345,-0.455719,0.540347,-0.43448,0.012
-0.243916,0.393037,1.060527,-0.159582,1.631981,-1.362416,-0.58824,-0.191755,-0.437279,-0.24623,-0.537084,0.910119,-0.43448,0.020
-0.228473,-0.579853,0.398075,-1.090894,0.074807,-0.491502,-0.570536,-0.262735,-0.42876,1.557825,-0.612613,0.965875,-0.195185,0.013
-0.13735,1.298831,1.03765,-0.310606,-0.653058,-0.583047,-0.311534,-0.247843,-0.394875,-0.158751,-0.579524,0.779992,-0.43448,0.017
1.538473,-0.831462,-1.235889,-0.4868,-0.253537,0.980639,1.095553,-0.276875,1.003934,-0.244161,-0.483834,-0.515572,-0.314833,0.019
-0.220176,0.627873,0.574514,0.142465,-0.220357,-0.436245,-0.269939,-0.185442,-0.224627,2.416047,0.054403,0.195691,0.403054,0.019
-0.252297,0.292394,1.067153,-0.612653,-0.046222,-1.968591,-0.62006,-0.262487,-0.4279,-0.296305,-0.587858,1.026471,3.394249,0.046
-0.252228,-0.596627,1.659892,0.041783,-0.256119,-2.023023,-0.622142,-0.260394,-0.462827,-0.296305,-0.622186,1.048481,-0.554128,0.034
-0.192509,0.560777,1.06128,0.696218,-0.250457,-0.668819,0.203916,-0.253885,-0.383014,-0.222908,-0.52027,0.351183,0.403054,0.017
-0.246262,-0.797914,1.838819,-0.839188,0.601849,-1.700554,-0.600146,-0.141942,-0.435882,-0.123958,-0.546944,0.870831,-0.195185,0.024
-0.250476,-1.066297,0.613584,0.268318,0.418735,-0.43542,-0.569071,-0.238389,-0.458249,-0.296305,-0.540175,0.931957,1.240589,0.013
-0.209214,0.946578,1.093954,1.17446,0.118603,-0.992112,-0.543214,-0.238234,-0.428953,-0.223819,-0.570668,0.955517,-0.793424,0.023
-0.202128,-0.86501,0.556768,-0.134411,2.476225,-1.062214,-0.604071,-0.194652,-0.399768,0.103775,-0.523717,0.925524,-0.913072,0.024
-0.250467,-0.663722,0.613437,0.293489,0.214315,-0.818919,-0.400961,-0.171574,-0.345833,1.027093,0.604508,0.044236,0.403054,0.013
-0.158796,-0.714044,0.520423,0.293489,0.498116,-0.799951,-0.529632,-0.171248,-0.15118,-0.039399,-0.25323,0.619539,0.881645,0.018
-0.215317,0.762064,1.25907,0.369,0.361963,-1.526537,-0.372083,-0.188307,-0.410459,-0.139924,-0.544673,0.745702,-0.314833,0.020
-0.223437,-0.6134,0.712271,-0.839188,-0.002055,-1.336024,-0.562406,-0.199426,-0.308175,-0.1588,-0.542598,0.880626,0.761998,0.025
-0.193131,-0.277921,0.385567,-0.713335,-0.413905,-0.595418,-0.473633,-0.22678,-0.376796,-0.194655,-0.454249,0.781661,-0.793424,0.014
-0.216873,-0.412113,1.658624,-0.537141,-0.523667,-1.613133,-0.458422,-0.24192,-0.433241,-0.220861,-0.591524,0.893516,0.044111,0.023
-0.238581,-0.076634,2.261684,-0.0589,0.955242,-1.31953,-0.575885,-0.235664,-0.435508,-0.206675,-0.56182,0.923663,1.001293,0.020
-0.187684,-0.009538,1.05159,0.066953,-0.838924,-0.578923,-0.557651,-0.201464,-0.400213,-0.218115,-0.547805,0.901765,-0.554128,0.019
-0.257385,-0.495983,0.532308,1.652701,1.291384,-0.8783,-0.564044,-0.26029,-0.464621,-0.296305,-0.580951,1.004554,-0.554128,0.007
-0.227449,-0.69727,1.810978,-0.411288,-0.02847,-1.260149,-0.591509,-0.213161,-0.392757,-0.104316,-0.554716,0.942161,-0.314833,0.023
0.273839,0.309167,0.655227,0.066953,-1.136471,0.386009,2.557223,-0.264739,0.661139,-0.182902,-0.399327,-1.573008,-0.673776,0.018
-0.256536,-1.099845,-0.618892,-1.3426,0.532787,-0.31501,-0.606129,-0.055648,-0.368887,0.479106,-0.339718,0.707453,0.044111,0.014
-0.254812,0.963352,1.826585,1.224801,-1.341533,0.121271,-0.602442,8.239888,-0.353195,-0.243398,-0.192838,-2.449422,1.958476,0.024
-0.257956,0.946578,1.500164,0.595536,-0.817414,-0.586346,-0.60247,6.175315,-0.436472,-0.261749,-0.421804,-1.573549,1.360237,0.019
-0.257922,-0.714044,-0.479391,-0.587482,0.895034,-1.74344,-0.602748,-0.087796,-0.430817,0.012947,-0.484069,0.847089,-0.195185,0.018
-0.255949,-1.552742,-0.890398,-1.292259,1.466385,-0.454389,-0.591322,-0.139236,-0.420355,-0.142621,-0.516402,0.897751,0.163759,0.014
-0.260383,-1.703708,-0.247562,-0.310606,1.330397,-2.106321,-0.623535,-0.189721,-0.503703,-0.296305,-0.598619,0.993029,3.513897,0.024
-0.223297,-0.395339,-0.182032,-0.662994,-0.131985,-0.768611,-0.523816,0.334318,-0.205595,0.000452,-0.366159,0.446392,0.044111,0.016
-0.258455,-0.345017,0.231678,-0.209923,0.297051,-1.522413,-0.61701,2.163762,-0.377684,-0.050639,-0.509158,0.046865,3.154953,0.010
-0.255842,-0.663722,-0.440739,-0.386117,0.198221,-1.190047,-0.596587,0.000194,-0.302891,-0.113582,-0.437735,0.764814,1.360237,0.016
-0.260236,-1.133393,-0.55941,0.444512,1.782803,-1.139739,-0.605164,0.073041,-0.434072,-0.296305,-0.437228,0.752271,-0.314833,0.030
-0.257029,0.711743,-0.582729,-0.436459,0.140672,-1.580144,-0.598565,0.005373,-0.304594,-0.215006,-0.476378,0.799185,0.044111,0.027
-0.25671,-1.284359,0.584967,0.570365,0.998547,0.549306,-0.600078,0.204033,-0.371462,-0.090216,-0.429535,0.68165,-0.673776,0.016
-0.259721,0.896256,-0.359769,-1.040553,-0.572941,-1.439115,-0.617208,-0.189477,-0.298924,0.106477,-0.576583,0.941379,-0.195185,0.015
-0.255891,-0.026312,-0.3819,-0.08407,1.139352,-0.7249,-0.612821,-0.085796,-0.436531,-0.296305,-0.526169,0.889482,0.283406,0.026
-0.210847,-1.418551,-0.478587,-1.141235,0.099239,-0.779332,-0.610073,-0.129178,-0.245265,-0.105095,-0.492166,0.828719,-0.554128,0.010
-0.204985,-2.408215,-1.471443,-1.846012,-1.381768,0.786003,-0.600052,-0.171106,0.017293,-0.096563,-0.407734,0.755372,-0.673776,0.004
-0.2604,0.694969,-0.26441,-0.360947,0.905867,-2.33642,-0.601605,-0.233258,-0.50435,-0.296305,-0.635167,1.060217,1.360237,0.019
-0.254637,0.728517,2.945902,0.847242,-1.493171,0.163333,-0.611377,8.059086,-0.388075,-0.227861,-0.475473,-2.257872,0.163759,0.025
-0.260606,-1.334681,-0.338116,-0.688165,1.675642,-0.507997,-0.586848,-0.085382,-0.325906,-0.296305,-0.409115,0.673135,3.992488,0.042
-0.259403,-1.385003,-0.48824,0.243148,2.47692,-1.268396,-0.591916,-0.205098,-0.380571,-0.226671,-0.528839,0.898678,-0.43448,0.015
-0.253159,0.980126,0.565453,-0.360947,-0.931967,-0.378514,-0.597096,2.839258,-0.358983,-0.181189,-0.434356,-0.339337,1.240589,0.021
-0.255163,-1.150167,-0.933403,-0.965041,0.520381,-0.206146,-0.604323,-0.069374,-0.360163,-0.082411,-0.511457,0.8356,-0.673776,0.007
-0.259994,0.325941,-0.540327,0.066953,1.609405,-1.277468,-0.625601,-0.178744,-0.478989,-0.296305,-0.579382,1.011465,1.599532,0.006
-0.246544,-0.462435,0.444402,-0.335776,0.60612,0.312608,-0.594041,2.868277,-0.357405,-0.055248,-0.367431,-0.538374,-0.673776,0.018
-0.227812,-1.066297,-1.036939,-0.889529,-0.072579,0.325804,-0.599254,-0.012382,-0.271565,-0.104564,-0.451688,0.752053,-0.314833,0.012
-0.259971,0.594325,0.532956,0.217977,0.486789,-1.557052,-0.597524,-0.198194,-0.475287,-0.199505,-0.635406,0.991355,1.479884,0.007
-0.251488,-1.133393,0.216235,-0.612653,2.045062,-0.938505,-0.601977,-0.141266,-0.402652,0.01267,-0.460162,0.815843,-0.314833,0.019
-0.260216,-0.412113,-0.282173,-0.637823,1.536181,-2.065084,-0.591605,-0.134742,-0.389431,-0.296305,-0.577048,0.899209,0.283406,0.013
-0.256907,-1.770804,-0.893095,-1.015382,2.044089,-0.698509,-0.598873,-0.205815,-0.310733,-0.269477,-0.219768,0.699078,0.163759,0.014
-0.260114,-0.831462,-0.173582,-0.109241,2.482282,-0.526965,-0.602947,-0.207611,-0.385765,-0.296305,-0.527442,0.93155,4.471079,0.033
-0.258851,-0.428887,0.45431,-0.310606,2.050508,-0.483255,-0.596775,-0.049864,-0.303335,-0.296305,-0.488543,0.773472,1.599532,0.019
-0.204247,-2.022413,-0.987776,-1.493624,-0.748042,0.795075,-0.599511,0.038311,0.115484,-0.050766,-0.457478,0.6529,-0.195185,0.011
-0.258824,-0.361791,0.72726,-0.788847,1.650254,-1.793749,-0.575049,-0.048744,0.102947,-0.195155,-0.458554,0.718157,0.283406,0.030
-0.253274,-2.089509,-0.527146,-1.015382,0.830776,0.205394,-0.606618,-0.156248,-0.377161,-0.183865,-0.466392,0.850097,0.283406,0.011
-0.260784,-1.787578,-0.796275,-0.839188,1.236219,-1.491898,-0.629184,-0.178576,-0.531082,-0.296305,-0.54289,0.87036,3.753192,0.042
-0.259241,0.493681,0.191411,-0.537141,0.71381,-1.265098,-0.617167,0.911726,-0.439563,-0.238567,-0.469012,0.358217,0.283406,0.032
-0.258274,-0.177277,0.266859,0.545195,0.171837,-0.406555,-0.605762,1.549944,-0.400541,-0.099365,-0.551428,0.247989,1.599532,0.007
-0.260238,-1.720482,-0.38944,-0.788847,1.661877,-2.117042,-0.616957,-0.0634,-0.491577,-0.296305,-0.567299,0.862809,1.120941,0.035
-0.25783,-1.066297,0.294921,-0.637823,0.313121,-0.428823,-0.548886,0.393518,-0.380286,-0.161273,-0.493529,0.633641,-0.195185,0.016
-0.260479,-0.764366,-0.284031,-0.235094,2.876319,-1.6387,-0.616316,-0.161846,-0.281624,-0.296305,-0.411957,0.71497,3.394249,0.011
-0.239936,-0.814688,-0.385809,-1.090894,1.419403,-0.335628,-0.604236,-0.14764,-0.327737,-0.062017,-0.436368,0.827092,-0.793424,0.021
-0.255993,0.174976,-0.477246,-0.965041,-0.915559,-1.640349,-0.593936,0.005954,-0.360255,-0.145423,-0.315727,0.661879,0.044111,0.012
-0.255911,0.91303,2.388458,1.62753,-1.670852,-1.152934,-0.605152,7.536692,-0.334926,-0.275035,-0.397237,-2.112337,2.676362,0.026
-0.256912,0.074332,0.833746,0.318659,-0.684793,-0.347999,-0.600631,4.726469,-0.157088,-0.192487,-0.343787,-1.044438,0.163759,0.033
-0.255084,-1.385003,0.848765,0.066953,2.632892,-1.209016,-0.609107,0.232802,-0.370821,-0.177143,-0.4672,0.694961,1.599532,0.019
-0.259515,0.393037,-0.655469,-0.788847,0.735421,-0.251506,-0.596502,-0.01371,-0.362794,-0.296305,-0.349577,0.704251,0.403054,0.015
-0.244521,-1.099845,0.1141,-0.537141,-0.052303,0.616109,-0.580616,-0.005551,-0.245338,-0.061033,-0.330634,0.677999,-0.554128,0.017
-0.256338,-0.747592,-0.718889,-0.159582,0.788106,-1.179326,-0.613779,-0.147259,-0.221781,-0.222288,-0.379473,0.799808,-0.43448,0.022
-0.259212,-0.965654,-0.626565,-0.587482,1.60408,-1.198295,-0.602792,-0.158208,-0.339223,-0.232902,-0.518639,0.865891,-0.195185,0.013
-0.25809,-1.200489,-0.25725,-0.965041,0.723871,-1.210665,-0.613294,-0.082107,-0.162538,-0.258131,-0.58292,0.854582,0.522702,0.020
-0.258869,-0.546305,0.588721,-1.267088,-0.063164,-1.287365,-0.555685,0.383193,-0.286629,-0.102425,-0.386604,0.50693,0.403054,0.019
